,GEOID
1873,36081074700
1874,36081074900
1875,36081075701
1876,36081075702
1877,36081076901
1878,36081076902
1879,36081077300
1880,36081077500
1881,36081077902
1882,36081077903
1883,36081077904
1884,36081077905
1885,36081077906
1886,36081077907
1887,36081077908
1888,36081078800
1889,36081079000
1890,36081079200
1891,36081079300
1892,36081079701
1893,36081079702
1894,36081079900
1895,36081080301
1896,36081080302
1897,36081080900
1898,36081081400
1899,36081081800
1900,36081083700
1901,36081083800
1902,36081084000
1903,36081084500
1904,36081084601
1905,36081084602
1906,36081084900
1907,36081085300
1908,36081085500
1909,36081085700
1910,36081085900
1911,36081086100
1912,36081086300
1913,36081086400
1914,36081086500
1915,36081086900
1916,36081087100
1917,36081088400
1918,36081088901
1919,36081089200
1920,36081090700
1921,36081091601
1922,36081091602
1923,36081091800
1924,36081091900
1925,36081092200
1926,36081092500
1927,36081092800
1928,36081092900
1929,36081093401
1930,36081093402
1931,36081093800
1932,36081093900
1933,36081094201
1934,36081094202
1935,36081094203
1936,36081094500
1937,36081094700
1938,36081095400
1939,36081096400
1940,36081097202
1941,36081097203
1942,36081097204
1943,36081097300
1944,36081098100
1945,36081098700
1946,36081099100
1947,36081099200
1948,36081099701
1949,36081099703
1950,36081099704
1951,36081099705
1952,36081099801
1953,36081099802
1954,36081099900
1955,36081100801
1956,36081100802
1957,36081101001
1958,36081101002
1959,36081101700
1960,36081102900
1961,36081103201
1962,36081103202
1963,36081103300
1964,36081103900
1965,36081104700
1966,36081105900
1967,36081107201
1968,36081107202
1969,36081108500
1970,36081109300
1971,36081109700
1972,36081109900
1973,36081111300
1974,36081112300
1975,36081112900
1976,36081113300
1977,36081113900
1978,36081114100
1979,36081114700
1980,36081115100
1981,36081115500
1982,36081115700
1983,36081115900
1984,36081116100
1985,36081116300
1986,36081116700
1987,36081117100
1988,36081117500
1989,36081118100
1990,36081118500
1991,36081118700
1992,36081118900
1993,36081119100
1994,36081119300
1995,36081119500
1996,36081119900
1997,36081120100
1998,36081120300
1999,36081120500
2000,36081120700
2001,36081121100
2002,36081121500
2003,36081122300
2004,36081122701
2005,36081122702
2006,36081124100
2007,36081124700
2008,36081125700
2009,36081126500
2010,36081126700
2011,36081127700
2012,36081128300
2013,36081129102
2014,36081129103
2015,36081129104
2016,36081130100
2017,36081133300
2018,36081133900
2019,36081134100
2020,36081134700
2021,36081136700
2022,36081137700
2023,36081138501
2024,36081138502
2025,36081139900
2026,36081140300
2027,36081140901
2028,36081140902
2029,36081141700
2030,36081142900
2031,36081143500
2032,36081144100
2033,36081144700
2034,36081145101
2035,36081145102
2036,36081145900
2037,36081146300
2038,36081146700
2039,36081147100
2040,36081147900
2041,36081148300
2042,36081150701
2043,36081150702
2044,36081152901
2045,36081152902
2046,36081155101
2047,36081155102
2048,36081156700
2049,36081157101
2050,36081157102
2051,36081157901
2052,36081157902
2053,36081157903
2054,36081161700
2055,36081162100
2056,36081990100
2057,36085000300
2058,36085000600
2059,36085000700
2060,36085000800
2061,36085000900
2062,36085001100
2063,36085001700
2064,36085001800
2065,36085002001
2066,36085002002
2067,36085002100
2068,36085002700
2069,36085002900
2070,36085003300
2071,36085003600
2072,36085003900
2073,36085004000
2074,36085004700
2075,36085005000
2076,36085005900
2077,36085006400
2078,36085006700
2079,36085007000
2080,36085007400
2081,36085007500
2082,36085007700
2083,36085008100
2084,36085009601
2085,36085009602
2086,36085009700
2087,36085010500
2088,36085011201
2089,36085011202
2090,36085011401
2091,36085011402
2092,36085012100
2093,36085012200
2094,36085012500
2095,36085012804
2096,36085012805
2097,36085012806
2098,36085013201
2099,36085013203
2100,36085013204
2101,36085013301
2102,36085013302
2103,36085013400
2104,36085013800
2105,36085014100
2106,36085014604
2107,36085014605
2108,36085014606
2109,36085014607
2110,36085014608
2111,36085014700
2112,36085015100
2113,36085015400
2114,36085015601
2115,36085015602
2116,36085015603
2117,36085016901
2118,36085017005
2119,36085017007
2120,36085017008
2121,36085017009
2122,36085017010
2123,36085017011
2124,36085017012
2125,36085017300
2126,36085017600
2127,36085017700
2128,36085018100
2129,36085018701
2130,36085018702
2131,36085018901
2132,36085018902
2133,36085019700
2134,36085019800
2135,36085020100
2136,36085020700
2137,36085020801
2138,36085020803
2139,36085020804
2140,36085021300
2141,36085022300
2142,36085022600
2143,36085022800
2144,36085023100
2145,36085023900
2146,36085024401
2147,36085024402
2148,36085024700
2149,36085024800
2150,36085025100
2151,36085027301
2152,36085027302
2153,36085027702
2154,36085027704
2155,36085027705
2156,36085027706
2157,36085027900
2158,36085029102
2159,36085029103
2160,36085029104
2161,36085030301
2162,36085030302
2163,36085031901
2164,36085031902
2165,36085032300
2166,36085990100
